gbifID	type	format	identifier	references	title	description	created	creator	contributor	publisher	audience	source	license	rightsHolder
144865804	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/85/B_10_0153855.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23767									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865838	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/54/89/B_10_0154897.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23813									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865841	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/54/90/B_10_0154900.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23822									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865849	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/83/B_10_0153832.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23713									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865856	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/54/89/B_10_0154895.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23809									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
694618483	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441419776956A9l043F7TbTfqDKP										cc-by	
694728895	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441418356518kKwW68g1JL7Jp8P5										cc-by	
694729144	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441419777695xwhxJSZmxMSakQvY										cc-by	
1230807804				http://herbarium.univie.ac.at/database/image.php?filename=94245&method=show										
1230822107				http://herbarium.univie.ac.at/database/image.php?filename=94212&method=show										
1230822147				http://herbarium.univie.ac.at/database/image.php?filename=94238&method=show										
1230822243				http://herbarium.univie.ac.at/database/image.php?filename=94111&method=show										
1230822521				http://herbarium.univie.ac.at/database/image.php?filename=94249&method=show										
885585127				http://collections.mnh.si.edu/media/index.php?irn=10056714										
912206460	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35353.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206395	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35355.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206443	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35354.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206459	StillImage	image/jpeg	http://www.kew.org/herbcatimg/247117.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206514	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35395.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206502	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35376.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206494	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35390.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206613				http://specimens.kew.org/herbarium/K000230551									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206445	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35399.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206476	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35963.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206600				http://specimens.kew.org/herbarium/K000230550									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206480	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35398.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206678	StillImage	image/jpeg	http://www.kew.org/herbcatimg/36098.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206637	StillImage	image/jpeg	http://www.kew.org/herbcatimg/36096.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912302211				http://specimens.kew.org/herbarium/K000353458									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912459702	StillImage	image/jpeg	http://www.kew.org/herbcatimg/247128.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912459760	StillImage	image/jpeg	http://www.kew.org/herbcatimg/247130.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1098979013	StillImage	image/jpeg	http://pictures.snsb.info/BSMafrplantscoll/M-0108/M-0108044_20060103_120324.jpg										CC BY-SA 3.0	
1099023475	StillImage	image/jpeg	http://pictures.snsb.info/BSMafrplantscoll/M-0108/M-0108050_20051227_195512.jpg										CC BY-SA 3.0	
1099023493	StillImage	image/jpeg	http://pictures.snsb.info/BSMafrplantscoll/M-0108/M-0108070_20051227_171302.jpg										CC BY-SA 3.0	
1099023491	StillImage	image/jpeg	http://pictures.snsb.info/BSMafrplantscoll/M-0108/M-0108068_20051227_173438.jpg										CC BY-SA 3.0	
1144617535				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4308201&dataTabIndex=1										
1057168793	StillImage	image/tiff	http://www.nhm.ac.uk/services/media-store/asset/0ae5c01e1732aae9f40dbeac7da2d9d76e358090/contents/preview		BM000593512								http://creativecommons.org/licenses/by/4.0/	The Trustees of the Natural History Museum, London
1057168793	StillImage	image/tiff	http://www.nhm.ac.uk/services/media-store/asset/b8cc03345bc2d7c3a8b77544a9d8b49b9cfe90d7/contents/preview		BM000593512								http://creativecommons.org/licenses/by/4.0/	The Trustees of the Natural History Museum, London
453619934	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/-W/12/25/B_-W_12258%20-00%200__3.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=128102									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
367043689				http://herbarium.univie.ac.at/database/image.php?filename=94262&method=show										
367043698				http://herbarium.univie.ac.at/database/image.php?filename=94224&method=show										
144865777	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/81/B_10_0153817.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23679									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865793	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/86/B_10_0153868.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23794									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
667524094	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413857170863hEl8T0Xwxj1qbcG										cc-by	
667534617	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385740219nDtKimYONpQeo4s5										cc-by	
667538142	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739467g8siIpwoSeq8pWcp										cc-by	
667616228	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739505113j6GqRm9AlXO3W										cc-by	
667616229	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739524q4yTAER49Jo5I1nA										cc-by	
667616587	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385772265ggsrsmO3rjEbNeEn										cc-by	
667669408	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739766H5pl5Bk6n2s9PEEi										cc-by	
667720487	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739950FDlvNn01XvN0ZYYU										cc-by	
864897726	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/54/90/B_10_0154907.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23851									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
1230822321				http://herbarium.univie.ac.at/database/image.php?filename=94224&method=show										
1144586152				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4310911&dataTabIndex=1										
1144617547				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4308213&dataTabIndex=1										
1144617551				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4308208&dataTabIndex=1										
1144617553				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4308222&dataTabIndex=1										
1144617564				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4308209&dataTabIndex=1										
1144617582				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4308218&dataTabIndex=1										
1056267810	StillImage	image/tiff	http://www.nhm.ac.uk/services/media-store/asset/3c0d6e3eeef742a804a563181089a71424901020/contents/preview		BM000552479								http://creativecommons.org/licenses/by/4.0/	The Trustees of the Natural History Museum, London
1056267810	StillImage	image/tiff	http://www.nhm.ac.uk/services/media-store/asset/7282406f61f613315cea9c6b63bb841392aeb32e/contents/preview		BM000552479								http://creativecommons.org/licenses/by/4.0/	The Trustees of the Natural History Museum, London
667517843	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441378403290ifBZga806t6yFbJM										cc-by	
667520541	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413858956570Yw90H98YxMfyrjt										cc-by	
667520552	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385895552s0T424HLBGAkkWqN										cc-by	
667538156	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413857403850a5GzrCjvR9kOes9										cc-by	
667616281	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385895436XbmIIddOIyovcQr1										cc-by	
667616589	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385772314JgF7MiK3tBckRJ0N										cc-by	
667616592	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385772368B5Sh3srW9VwQDfgT										cc-by	
667627795	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385872441Nk4DVAEoT5dfNLFO										cc-by	
667669664	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385895929g7IU8mxZvp1DcwSR										cc-by	
667720481	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739825j8vB76r94YwWvnK4										cc-by	
667720483	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739863z5jyTN3lKplhsCEt										cc-by	
694313432	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441419670022cshSs2wM1k8qyeTX										cc-by	
694507249	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441419777896ooIXjEKqshMfCNzQ										cc-by	
694729141	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441419777093jSAn32RPzoyBdOcY										cc-by	
144865808	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/85/B_10_0153859.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23775									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
1078822914	StillImage	image/jpeg	http://pictures.snsb.info/TUBafrplantscoll/web/TUB-0006/TUB-000622_20061030_175804.jpg											
1078822924	StillImage	image/jpeg	http://pictures.snsb.info/TUBafrplantscoll/web/TUB-0006/TUB-000630_20061030_164016.jpg											
1078822947	StillImage	image/jpeg	http://pictures.snsb.info/TUBafrplantscoll/web/TUB-0006/TUB-000629_20061030_170101.jpg											
874700952				http://herbarium.univie.ac.at/database/image.php?filename=165194&method=show										
367043702				http://herbarium.univie.ac.at/database/image.php?filename=94239&method=show										
1144617556				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4308199&dataTabIndex=1										
437499113	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1443455296024piDZTwVIuAukyAYD					Paris, Muséum National d'Histoire Naturelle, MJ					cc-by	
667538155	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413857404034FehuAnE5caU3N5z										cc-by	
667669410	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385740275BU69brUZ5WQmjtRz										cc-by	
667669412	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385740331WvSML0z2DUXsCfQd										cc-by	
144865820	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/85/B_10_0153850.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23756									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865824	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/82/B_10_0153825.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23702									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865844	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/54/90/B_10_0154903.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23841									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
1230807963				http://herbarium.univie.ac.at/database/image.php?filename=94112&method=show										
1230822171				http://herbarium.univie.ac.at/database/image.php?filename=94257&method=show										
1230822277				http://herbarium.univie.ac.at/database/image.php?filename=94115&method=show										
1078822953	StillImage	image/jpeg	http://pictures.snsb.info/TUBafrplantscoll/web/TUB-0006/TUB-000633_20061030_162829.jpg											
864897735	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/87/B_10_0153870.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23799									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
887343250				http://collections.mnh.si.edu/media/index.php?irn=10353646										
885584956				http://collections.mnh.si.edu/media/index.php?irn=10126492										
912206467	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35381.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206437	StillImage	image/jpeg	http://www.kew.org/herbcatimg/247120.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206491	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35371.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206450	StillImage	image/jpeg	http://www.kew.org/herbcatimg/247121.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206473				http://specimens.kew.org/herbarium/K000230404									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206478	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35351.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206522	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35964.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206457				http://specimens.kew.org/herbarium/K000230405									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206540				http://specimens.kew.org/herbarium/K000230441									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206427	StillImage	image/jpeg	http://www.kew.org/herbcatimg/35359.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206553				http://specimens.kew.org/herbarium/K000230438									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206546				http://specimens.kew.org/herbarium/K000230436									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206584				http://specimens.kew.org/herbarium/K000230576									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206680	StillImage	image/jpeg	http://www.kew.org/herbcatimg/36093.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912206444	StillImage	image/jpeg	http://www.kew.org/herbcatimg/247123.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912302019				http://specimens.kew.org/herbarium/K000353302									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912022751				http://specimens.kew.org/herbarium/25894.000									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912024864				http://specimens.kew.org/herbarium/27686.000									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912024861				http://specimens.kew.org/herbarium/27673.000									© The Board of Trustees of the Royal Botanic Gardens, Kew.	
912459797	StillImage	image/jpeg	http://www.kew.org/herbcatimg/247133.jpg										© The Board of Trustees of the Royal Botanic Gardens, Kew.	
1099023494	StillImage	image/jpeg	http://pictures.snsb.info/BSMafrplantscoll/M-0108/M-0108058_20051227_184534.jpg										CC BY-SA 3.0	
1228151547	StillImage	image/jpeg	http://fm-digital-assets.fieldmuseum.org/62/853/V0057244F.jpg											
437912056	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1442309794419ChNUyMGouADglWW1					Paris, Museum National d'Histoire Naturelle, VD					cc-by	
438649395	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1442309770427p8OIZC1gLBynTcDH					Paris, Museum National d'Histoire Naturelle, VD					cc-by	
667520537	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385896018q1jKEBV0GswbTz1q										cc-by	
667534620	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385740156MneMfA4gTd9t228G										cc-by	
667534624	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739805Bz3DIG9i5IeJIl8s										cc-by	
667620998	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385916192SvOhtMLgLdjnTtyk										cc-by	
667669334	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385916138KKJaHVB0h6H3LZsL										cc-by	
667669453	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385895418isYADUM5GeUxTa8w										cc-by	
367043697				http://herbarium.univie.ac.at/database/image.php?filename=94209&method=show										
367043766				http://herbarium.univie.ac.at/database/image.php?filename=94245&method=show										
144865813	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/84/B_10_0153843.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23738									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
864884574	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/54/80/B_10_0154801.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23622									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
864884620	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/54/80/B_10_0154809.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23637									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
694313430	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441419669966wcMDwkwewIr3PdJp										cc-by	
694522413	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441424897963BugEqFjYOZ3tsjpI										cc-by	
918855749	StillImage	image/jpeg	http://bridge.botany.ubc.ca/herbarium/images/vwsp_images/Thumbnail_web/V193046.jpg											
1230807752				http://herbarium.univie.ac.at/database/image.php?filename=94233&method=show										
1230822224				http://herbarium.univie.ac.at/database/image.php?filename=94240&method=show										
1144617550				http://data.gbif.ch/Search.action#/?dataDialog=on&dataId=4308202&dataTabIndex=1										
1055662448	StillImage	image/tiff	http://www.nhm.ac.uk/services/media-store/asset/29907484978c7e6138e5657286b5acc19fd5a2f5/contents/preview		BM000552494								http://creativecommons.org/licenses/by/4.0/	The Trustees of the Natural History Museum, London
1055662448	StillImage	image/tiff	http://www.nhm.ac.uk/services/media-store/asset/f6abbf44232c46c2b8896dd5854f62b47a3337ed/contents/preview		BM000552494								http://creativecommons.org/licenses/by/4.0/	The Trustees of the Natural History Museum, London
453639799	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/-W/12/12/B_-W_12126%20-00%200__3.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=127972									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
667517731	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413858727837zVqo8kpqw8krBHN										cc-by	
667517735	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385872820Fo5po2G1Jxwq7emV										cc-by	
667520536	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385896036JVSg9B6ubumBMljT										cc-by	
667520553	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385895533IbBIf5f2NHmIYFJ3										cc-by	
667520556	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385895495hsNrblVe7yVpkLXp										cc-by	
667616475	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385827329IojTWK8IOOWgo7i8										cc-by	
667616477	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385827366QmMhDyZk4Tdxw2iP										cc-by	
667720479	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739431VPlizh2ruzD0FA0R										cc-by	
667720484	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385739882bcTzlccCnoTOwJaZ										cc-by	
667730547	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441385717159g8AZRS5iZ2trl8nZ										cc-by	
694445852	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441428170809laCngX5hew0K0lPf										cc-by	
144865809	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/53/86/B_10_0153860.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23777									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865850	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/54/88/B_10_0154889.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23795									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
144865873	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/10/01/54/88/B_10_0154888.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=23793									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
1078822958	StillImage	image/jpeg	http://pictures.snsb.info/TUBafrplantscoll/web/TUB-0006/TUB-000631_20061030_164729.jpg											
475052189	StillImage	image/jpeg	http://ww2.bgbm.org/herbarium/images/B/-W/12/12/B_-W_12126%20-01%200.jpg	http://ww2.bgbm.org/herbarium/view_biocase.cfm?SpecimenPK=150924									Partial images provided by this server are released under the Creative Commons cc-by-sa 3.0 (generic) licence [http://creativecommons.org/licenses/by-sa/3.0/de/]. Please credit images to BGBM following our citation guidelines [http://ww2.bgbm.org/Herbarium/cite.cfm]. If you would like to use images in a format or resolution which is not provided here, please contact us (d.roepert[at]bgbm.org).	
367043683				http://herbarium.univie.ac.at/database/image.php?filename=94126&method=show										
367043686				http://herbarium.univie.ac.at/database/image.php?filename=94218&method=show										
367043762				http://herbarium.univie.ac.at/database/image.php?filename=94233&method=show										
931038136	StillImage	image/jpeg	http://archive.biodiversity.ca/herbarium/hsheet6/6269.jpg											
